id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
756097,"Nassau Harbour, Bahamas",25.076372,-77.304441,1468,,,,1468,,open,false,,google,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
770859,"Nassau, Bahamas",25.090456,-77.280064,962,,,,962,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
770875,"Nassau, Bahamas",25.092321,-77.278347,962,,,,962,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1024707,"Xcalak, Othon P. Blanco, Quintana Roo",18.274428,-87.826005,63,,,,63,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1047415,mustang island state park,27.67576,-97.164674,235,,,,235,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1052398,"Port Aransas, Texas",27.836999,-97.048888,81,,,,81,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1144619,"Secrets Aura, Cozumel",20.405257,-87.017702,15,,,,15,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1185314,"Cozumel, Quintana Roo ",20.431006,-86.908065,8133,,,,8133,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1217613,"Angel Reef, Speyside, Tobago",11.300932,-60.519755,130,,,,130,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1228151,Looe Key,24.548481,-81.405914,1618,,,,1618,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1262196,"Isabela, PR",18.510963,-67.018588,500,,,,500,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1293148,"Silk Cayes, Stann Creek, Belize",16.456705,-88.077653,4076,,,,4076,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1301417,"plage de la pointe marin, martinique",14.439934,-60.881265,406,,,,406,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1340298,"Palm Beach County, US-FL, US",26.335936,-80.072208,238,,,,238,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1356132,"Isla Mujeres, MX-QR, MX",21.181851,-86.691742,,,,,,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1434724,Dry Tortugas NP--Garden Key/Fort Jefferson,24.628193,-82.872929,269,,,,269,,open,false,,manual,Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1439609,Dry Tortugas NP--Garden Key/Fort Jefferson,24.628193,-82.872929,269,,,,269,,open,false,,"",Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1442723,Dry Tortugas NP--Garden Key/Fort Jefferson,24.628193,-82.872929,269,,,,269,,open,false,,"",Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1459677,Dry Tortugas NP--Garden Key/Fort Jefferson,24.628193,-82.872929,269,,,,269,,open,false,,"",Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1482488,"Saint John, Virgin Islands",18.34475,-64.68029,1008,,,,1008,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1528779,Grand Bahama,26.659447,-78.52065,73242,,,,73242,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1566224,"isla Mujeres, Mexico   ",21.262894,-86.749195,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1637827,North Atlantic Ocean,24.662325,-81.004925,2222,,,,2222,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1784157,"St Catherines Beach, Bermuda",32.389645,-64.674479,200,,,,200,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1795767,"Puerto Plata, Dominican Republic",19.780769,-70.687109,7889,,,,7889,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1817546,"Port Canaveral, FL",28.410351,-80.618816,3284,,,,3284,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1848879,John Pennekamp Coral Reef State Park,25.128775,-80.40879,202,,,,202,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1854575,John Pennekamp State Park,25.127151,-80.409195,202,,,,202,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1870623,John Pellekamp Coral Reef State Park,25.125396,-80.405823,28968,,,,28968,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1909249,"Seven mile beach, negril jamaica",18.318831,-78.36664,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
1945713,frente a Isla Mujeres,21.21514,-86.752167,499565,,,,499565,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2377729,offshore Islamorada,25.014684,-80.693207,7712,,,,7712,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2393511,"Tortola, VG",18.4541666667,-64.530555,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2411751,"Saint Ann, JM",18.4132715489,-77.0790102705,172,,,,172,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2486217,"Solarte island, Bocas del Toro, Panamá.",9.304761,-82.199965,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2566107,"San Juan, PR",18.4670964027,-66.0902584344,172,,,,172,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2645820,Martinique,14.680501,-61.181901,2055,,,,2055,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2682066,cayo jutias,22.708117,-84.024673,1139,,,,1139,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2693062,"Key West Naval Air Station, Florida, United States",24.561663,-81.679995,,,,,,,open,false,,"",Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2790969,"Backreef lagoon, Carrie Bow Cay, Belize",16.8021,-88.0811,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2816711,grand turk cruise center,21.428674,-71.146649,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2819041,grand turk cruise center,21.430016,-71.147622,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2845410,"Les Anses-d'Arlets, Le Marin, Martinique",14.52809,-61.0871066667,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2845425,"Felipe Carrillo Puerto, Quintana Roo, Mexico",20.1070383333,-87.580605,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2850124,"Les Anses-d'Arlets, Le Marin, Martinique",14.5273916667,-61.088695,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2850137,"Les Anses-d'Arlets, Le Marin, Martinique",14.526215,-61.0888683333,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2850140,"Les Anses-d'Arlets, Le Marin, Martinique",14.5262333333,-61.08926,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2855234,"Les Anses-d'Arlets, Le Marin, Martinique",14.5261233333,-61.088615,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2872815,"West Grand Bahama, BS",26.803848,-79.104309,1898,,,,1898,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2969649,West Bay,16.271482,-86.604184,322,,,,322,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2981897,"Nassau, Bahamas",25.091054,-77.404594,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
2998151,thon P. Blanco MX-QR. MX,18.539845,-87.682691,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3055273,"pigeon creek, San Salvador Island",23.977469,-74.484043,970,,,,970,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3089249,"Buddy's Reef, Bonaire",12.17111,-68.2888,32,,,,32,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3176054,West Bay,16.27036,-86.602253,175,,,,175,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3189410,san pedro belize,17.94636,-87.941372,77,,,,77,,open,false,,manual,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3298055,"Hilma Hooker, Bonaire",12.099627,-68.286628,64,,,,64,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3300521,"Aguada, 00602",18.3495380049,-67.2645768151,1376,,,,1376,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3326441,"Biscayne Bay, , , US",25.464704046,-80.3340750095,5,,,,5,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3381165,"Culebra, Puerto Rico",18.312103,-65.317258,132,,,,132,,open,false,,manual,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3386234,"Culebra, PR",18.311772,-65.31657,155,,,,155,,open,false,,manual,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3397345,"Seven Mile Beach, Grand Cayman",19.340625,-81.383929,113,,,,113,,open,false,,manual,Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3424977,Little Cayman,19.713475,-79.97526,19,,,,19,,open,false,,manual,Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3465936,"Rock Pile, Bonaire",12.147039,-68.312066,129,,,,129,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3466800,Playa del Carmen region,20.764372,-86.953568,463,,,,463,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3467131,"Solidaridad, MX-QR, MX",20.763875,-86.954191,294,,,,294,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3483768,Ixlache,21.455076,-86.784686,61,,,,61,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3492068,"Grand Cayman, Cayman Islands",19.3504648837,-81.392802,31,,,,31,,open,false,,"",Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3526566,"Something Special, Bonaire",12.162436,-68.285522,16,,,,16,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3538528,"La Machaca, Bonaire",12.171713,-68.289028,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3542881,"Grand Cayman, Cayman Islands",19.2967548187,-81.0858392714,47,,,,47,,open,false,,,Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3597964,"Monroe County, FL, USA",24.6278444844,-82.8744649887,150,,,,150,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3636177,"Marathon, FL 33050, USA",24.726026,-81.0446262,1490,,,,1490,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3636178,"Dry Tortugas National Park, United States",24.6646481,-82.8855961,13791,,,,13791,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3636179,"Islamorada, FL, USA",24.9242943,-80.6278364,3703,,,,3703,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3662598,,21.0273215132,-97.1938476557,61,,,,61,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3775402,"Tulum, Q.R., México",20.2069078814,-87.4305029405,1936,,,,1936,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3804876,"Carretera Chetúmal-Puerto Juárez Kilómetro 282, Solidaridad, 77710 Playa del Carmen, Q.R., México",20.5788040884,-87.1176243795,122,,,,122,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3812011,"New Providence, Bahamas",25.1086111111,-77.2402805556,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3900421,"Diego Martin, TT",10.6748310167,-61.5995264053,94,,,,94,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3900538,"Chacachacare, Trinidad & Tobago",10.68292806,-61.7379820347,76,,,,76,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
3962535,"Paradise Island, Dominican Republic",19.8702456324,-71.3060635736,63,,,,63,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4034574,"228, 77516 Cancún, Q.R., México",21.176728641,-86.8579101563,15625,,,,15625,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4036373,"Molasses Reef, FL, United States",25.0131286898,-80.3770065308,961,,,,961,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4080564,"Cancún, Quintana Roo",21.1429000423,-86.7829204689,62,,,,62,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4080566,"Cancún, Quintana Roo",21.1429000423,-86.7829204689,62,,,,62,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4101326,"Cozumel, MX-QR, MX",20.4852866667,-86.9711,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4123556,"Gulf of Mexico, Corpus Christi, TX, US",27.8310180863,-97.038079451,23,,,,23,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4212962,"Puerto Rico, PR-333, Yauco, Guayanilla 00698, Puerto Rico",17.9534517,-66.8469653,500,,,,500,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4284933,"Solidaridad, Solidaridad, QROO, MX",20.3618866667,-87.3323133333,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4378305,"Straits of Florida, Hollywood, , US",26.0476005607,-80.1099758556,54,,,,54,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4385495,"Wreck of the Andes, Antigua",17.1278604284,-61.8918657303,61,,,,61,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4484354,"Caribbean Sea, , Cayman Islands, KY",19.3487047866,-81.0915697873,28,,,,28,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4520023,"Parque Xelha, Solidaridad, QROO, MX",20.3154050337,-87.3566808913,374,,,,374,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4532709,"Molasses Reef, United States",25.0151854,-80.3785098,15724,,,,15724,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4613728,"Grand Cayman, Cayman Islands",19.3772272609,-81.3091278076,977,,,,977,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4613752,"Centro, San Miguel de Cozumel, Q.R., Mexico",20.5057376101,-86.957513317,1,,,,1,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4781653,"Salt Island, British Virgin Islands",18.3694328265,-64.5353114605,58,,,,58,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4787381,"Cooper Island, British Virgin Islands",18.3803579172,-64.516825676,51,,,,51,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4830349,"Morro de São Paulo, Cairu - BA, Brasil",-13.3866997664,-38.9050501585,10,,,,10,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4880307,"Key Biscayne, Florida, United States",25.700599,-80.09015,,,,,,,open,false,,"",Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4886232,Puerta de Tierra San Juan,18.4673613059,-66.0904616117,2752,,,,2752,,open,false,gps,gps,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4905876,"Playa Melones, Culebra, Puerto Rico",18.3043363223,-65.3108024597,244,,,,244,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4914681,"Seven Mile Beach, Cayman Islands",19.3647427444,-81.3961858763,122,,,,122,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
4969198,"Bocas del Toro, Panama",9.3895138194,-82.3235549941,1204,,,,1204,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
5062058,"Great Camanoe, British Virgin Islands",18.4628795207,-64.5280694962,42,,,,42,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
5071288,"Main Street, Utila, Bay Islands, HN",16.0969195,-86.9016883333,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
5072928,"Grand Cayman, Cayman Islands",19.2621909551,-81.1519267909,9356,,,,9356,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
5078595,"The Baths, Virgin Gorda, British Virgin Islands",18.4295733266,-64.4455245137,17,,,,17,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
5143289,"00674, Manati, PR, US",18.4783033333,-66.509025,,,,,,,open,false,,,Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
5151307,"Paradise Island Airport, New Providence, The Bahamas",25.098663,-77.266878,,,,,,,open,false,,"",Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
5151715,"Welgelegen, Sint Maarten",18.0046,-63.067939,,,,,,,open,false,,"",Atlantic Sergeant Major,Abudefduf saxatilis,Atlantic Sergeant Major,Actinopterygii,49402
