type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2015-11-16 16:56:09.0	CC0			California Academy of Sciences. CAS Ichthyology (ICH). Record ID: urn:catalog:CAS:SU (ICH):10468. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=ich (source published on 2019-07-15)	http://portal.vertnet.org/o/cas/su?id=urn-catalog-cas-su-ich-10468				CAS	SU		PreservedSpecimen				urn:catalog:CAS:SU (ICH):10468	10468		U.S. Fish Commission	1							alc-75% EtOH						TinTag 490											ALB-SOCORRO									marine							Pacific Ocean|NE Pacific|Mexico|Colima|Revillagigedo Is.|Socorro I.	Pacific Ocean / NE Pacific		Revillagigedo Is.	Socorro I.	Mexico		Colima			Socorro Island												18.7584520000	-110.9992910000	not recorded	12174			18.758452°	-110.999291°								FishNet Collaborative Georeferencing Project																															Abudefduf saxatilis					Actinopteri | Perciformes | Labroidei | Pomacentridae	Animalia	Chordata	Actinopteri	Perciformes	Pomacentridae	Abudefduf		saxatilis						ICZN											California Academy of Sciences. CAS Ichthyology (ICH). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=ich (source published on 2019-07-15)	5d6c10bd-ea31-4363-8b79-58c96d859f5b	66522820-055c-11d8-b84e-b8a03c50a862	dcatania@calacademy.org	David Catania	2019-07-15	2019-08-04	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2013-07-23 15:17:15.0	CC0			California Academy of Sciences. CAS Ichthyology (ICH). Record ID: urn:catalog:CAS:SU (ICH):14633. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=ich (source published on 2019-07-15)	http://portal.vertnet.org/o/cas/su?id=urn-catalog-cas-su-ich-14633				CAS	SU		PreservedSpecimen				urn:catalog:CAS:SU (ICH):14633	14633		Herre, Albert W.	4							alc-75% EtOH																	AWH 1940-41E													A.W. Herre, Oriental Expedition, 1940-41.			Asia|India|Tamil Nadu State|Ramanathapuram|Gulf of Manaar	Asia	Gulf of Manaar			India		Tamil Nadu State	Ramanathapuram		Krusadai Island, Gulf of Manaar, South India.												9.2460190000	79.2114910000	not recorded	1239			9.246019°	79.211491°								FishNet Collaborative Georeferencing Project																								Herre, A. W.							Abudefduf saxatilis					Actinopteri | Perciformes | Labroidei | Pomacentridae	Animalia	Chordata	Actinopteri	Perciformes	Pomacentridae	Abudefduf		saxatilis						ICZN											California Academy of Sciences. CAS Ichthyology (ICH). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=ich (source published on 2019-07-15)	5d6c10bd-ea31-4363-8b79-58c96d859f5b	66522820-055c-11d8-b84e-b8a03c50a862	dcatania@calacademy.org	David Catania	2019-07-15	2019-08-04	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2013-07-19 10:43:10.0	CC0			California Academy of Sciences. CAS Ichthyology (ICH). Record ID: urn:catalog:CAS:SU (ICH):26048. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=ich (source published on 2019-07-15)	http://portal.vertnet.org/o/cas/su?id=urn-catalog-cas-su-ich-26048				CAS	SU		PreservedSpecimen				urn:catalog:CAS:SU (ICH):26048	26048		Herre, Albert W.	1							alc-75% EtOH																	AWH 1930																Pacific Ocean|Indo-West Pacific|Philippines|Capiz|Panay I.	Pacific Ocean / Indo-West Pacific			Panay I.	Philippines		Capiz			Capiz.												11.5072390000	122.5945560000	not recorded	54676			11.507239°	122.594556°								FishNet Collaborative Georeferencing Project		Polygon covers Capiz Province, coordinates placed at center of polygon.																													Abudefduf saxatilis					Actinopteri | Perciformes | Labroidei | Pomacentridae	Animalia	Chordata	Actinopteri	Perciformes	Pomacentridae	Abudefduf		saxatilis						ICZN											California Academy of Sciences. CAS Ichthyology (ICH). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=ich (source published on 2019-07-15)	5d6c10bd-ea31-4363-8b79-58c96d859f5b	66522820-055c-11d8-b84e-b8a03c50a862	dcatania@calacademy.org	David Catania	2019-07-15	2019-08-04	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2015-11-16 16:56:45.0	CC0			California Academy of Sciences. CAS Ichthyology (ICH). Record ID: urn:catalog:CAS:SU (ICH):2729. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=ich (source published on 2019-07-15)	http://portal.vertnet.org/o/cas/su?id=urn-catalog-cas-su-ich-2729				CAS	SU		PreservedSpecimen				urn:catalog:CAS:SU (ICH):2729	2729		U.S. Fish Commission	1							alc-75% EtOH																	Z102729									marine							Pacific Ocean|NE Pacific|Mexico|Colima|Revillagigedo Is.|Socorro I.	Pacific Ocean / NE Pacific		Revillagigedo Is.	Socorro I.	Mexico		Colima			Socorro.												18.7584520000	-110.9992910000	not recorded	12174			18.758452°	-110.999291°								FishNet Collaborative Georeferencing Project																								Allen, G.	1973-01-01						Abudefduf saxatilis					Actinopteri | Perciformes | Labroidei | Pomacentridae	Animalia	Chordata	Actinopteri	Perciformes	Pomacentridae	Abudefduf		saxatilis						ICZN											California Academy of Sciences. CAS Ichthyology (ICH). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=ich (source published on 2019-07-15)	5d6c10bd-ea31-4363-8b79-58c96d859f5b	66522820-055c-11d8-b84e-b8a03c50a862	dcatania@calacademy.org	David Catania	2019-07-15	2019-08-04	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2016-01-13 14:56:02.0	CC-BY-NC	President and Fellows of Harvard College		Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Record ID: MCZ:Ich:14743. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	http://mczbase.mcz.harvard.edu/guid/MCZ:Ich:14743	b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Ich		PreservedSpecimen			{"age class":"adult"}	MCZ:Ich:14743	14743		Andrew Garrett	1		adult					whole animal (alcohol)	unknown					field number=GARRETT:API; group number=603; previous number=68	age class: adult										GARRETT:API	[no verbatim date data]							[no verbatim date data]								Pacific Ocean: Pacific, Western Central: Kiribati		Pacific, Western Central			Kiribati	KI				APIANG, KINGS MILL IS. [=Abaiang, Kingsmill Group,Gilbert Islands]	APIANG, KINGS MILL IS. [=Abaiang, Kingsmill Group,Gilbert Islands]											1.848971	172.885049	WGS84	15215					decimal degrees				Rachel Vinsel		MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown																								Ledger			unverified	Donor Date: 00/00/1859			Abudefduf saxatilis					Animalia Chordata Craniata Acanthopterygii Gnathostomata Osteichthyes Neopterygii Actinopterygii Ovalentaria Pomacentridae Abudefduf saxatilis	Animalia	Chordata	Osteichthyes	Ovalentaria	Pomacentridae	Abudefduf		saxatilis				(Linnaeus, 1758)		ICZN											Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	b4640710-8e03-11d8-b956-b8a03c50a862	bhaley@oeb.harvard.edu	Brendan Haley	2017-07-11	2018-09-22	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2017-06-28 17:30:42.0	CC-BY-NC	President and Fellows of Harvard College		Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Record ID: MCZ:Ich:14806. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	http://mczbase.mcz.harvard.edu/guid/MCZ:Ich:14806	b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Ich		PreservedSpecimen			{"age class":"adult"}	MCZ:Ich:14806	14806		[no agent data]	1		adult					whole animal (alcohol)	unknown					field number=NASSAU; group number=603	age class: adult										NASSAU	[no verbatim date data]							[no verbatim date data]								Atlantic Ocean: Atlantic, Western Central: Sargasso Sea: Bahamas		Sargasso Sea			Bahamas	BS				Nassau	Nassau											25.07557	-77.318855	WGS84	7997					decimal degrees				beniorkino		MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown		Error covers area around Nassau.																						Ledger			unverified				Abudefduf saxatilis					Animalia Chordata Craniata Acanthopterygii Gnathostomata Osteichthyes Neopterygii Actinopterygii Ovalentaria Pomacentridae Abudefduf saxatilis	Animalia	Chordata	Osteichthyes	Ovalentaria	Pomacentridae	Abudefduf		saxatilis				(Linnaeus, 1758)		ICZN											Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	b4640710-8e03-11d8-b956-b8a03c50a862	bhaley@oeb.harvard.edu	Brendan Haley	2017-07-11	2018-09-22	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2018-06-13 10:54:18.0	CC-BY-NC	President and Fellows of Harvard College		Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Record ID: MCZ:Ich:26636. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	http://mczbase.mcz.harvard.edu/guid/MCZ:Ich:26636	b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Ich		PreservedSpecimen			{"age class":"adult"}	MCZ:Ich:26636	26636		[no agent data]	1		adult					whole animal (alcohol)	unknown					field number=USNM:BERMUDA; group number=603; previous number=USNM 18213	age class: adult										USNM:BERMUDA	[no verbatim date data]							[no verbatim date data]								Atlantic Ocean: Atlantic, Western Central: Sargasso Sea		Sargasso Sea								Bermuda	Bermuda											32.32259	-64.768208	WGS84	12950					decimal degrees				beniorkino		MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown		Polygon covers Bermuda Island, coordinates placed at center of polygon.																						Ledger			unverified	Donor: USNM;Donor Date: 00/00/1880			Abudefduf saxatilis					Animalia Chordata Craniata Acanthopterygii Gnathostomata Osteichthyes Neopterygii Actinopterygii Ovalentaria Pomacentridae Abudefduf saxatilis	Animalia	Chordata	Osteichthyes	Ovalentaria	Pomacentridae	Abudefduf		saxatilis				(Linnaeus, 1758)		ICZN											Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	b4640710-8e03-11d8-b956-b8a03c50a862	bhaley@oeb.harvard.edu	Brendan Haley	2017-07-11	2018-09-22	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2017-04-21 12:29:27.0	CC-BY-NC	President and Fellows of Harvard College		Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Record ID: MCZ:Ich:41637. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	http://mczbase.mcz.harvard.edu/guid/MCZ:Ich:41637	b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Ich		PreservedSpecimen			{"age class":"adult"}	MCZ:Ich:41637	41637		Unknown	1		adult					whole animal (alcohol)	unknown					field number=HAVANA; group number=603	age class: adult										HAVANA	[no verbatim date data]							[no verbatim date data]								Atlantic Ocean: Atlantic, Western Central: Cuba		Atlantic, Western Central			Cuba	CU				Habana, Cuba	Habana											23.155366	-82.438892	WGS84	12204					decimal degrees				Michelle Vanderwel		MaNIS/HerpNET/ORNIS Georeferencing Guidelines	unknown		Marine spp. Assumed collection from sea near Havana.																						Loren P. Woods			unverified				Abudefduf saxatilis					Animalia Chordata Craniata Acanthopterygii Gnathostomata Osteichthyes Neopterygii Actinopterygii Ovalentaria Pomacentridae Abudefduf saxatilis	Animalia	Chordata	Osteichthyes	Ovalentaria	Pomacentridae	Abudefduf		saxatilis				(Linnaeus, 1758)		ICZN											Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	b4640710-8e03-11d8-b956-b8a03c50a862	bhaley@oeb.harvard.edu	Brendan Haley	2017-07-11	2018-09-22	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2016-06-20	CC0		http://vertnet.org/resources/norms.html	The University of Texas at Austin - Texas Natural History Collections. TNHC Ichthyology Collection. Record ID: urn:catalog:TNHC:Ichthyology:20365. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=tnhc_fish (source published on 2016-06-22)	http://portal.vertnet.org/o/tnhc/ichthyology?id=urn-catalog-tnhc-ichthyology-20365				TNHC	Ichthyology		PreservedSpecimen				urn:catalog:TNHC:Ichthyology:20365	20365									present	fluid - 1																	Z20365													no date.			North America | United States | Texas | Nueces |  |  |  |	North America				United States	US	Texas	Nueces		Port Aransas	North America | United States | Texas | Nueces											27.8307631	97.0616974	not recorded (forced WGS84)	1670													requires verification	Original georeference from locality ID#10458																													Abudefduf saxatilis					Animalia | Chordata | Actinopterygii | Perciformes | Pomacentridae | Abudefduf	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis		species				ICZN											The University of Texas at Austin - Texas Natural History Collections. TNHC Ichthyology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=tnhc_fish (source published on 2016-06-22)	6080b6cc-1c24-41ff-ad7f-0ebe7b56f311	3c6ad080-bdbe-11da-ac59-b8a03c50a862	tnhc_fish_cm@austin.utexas.edu	Adam Cohen	2016-06-22	2016-08-11	2015-01-27	0	0	0	0		specimen	0
PhysicalObject	2016-06-20	CC0		http://vertnet.org/resources/norms.html	The University of Texas at Austin - Texas Natural History Collections. TNHC Ichthyology Collection. Record ID: urn:catalog:TNHC:Ichthyology:37447. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=tnhc_fish (source published on 2016-06-22)	http://portal.vertnet.org/o/tnhc/ichthyology?id=urn-catalog-tnhc-ichthyology-37447				TNHC	Ichthyology		PreservedSpecimen				urn:catalog:TNHC:Ichthyology:37447	37447		BIO 4404/5170							present	Fluid - 23							Original label states that there were 24 specimens but the actual hand count was 23.										z37447																North America | United States |  |  |  |  |  |	North America				United States	US				Brownsville Ship Channel at Isla Blanca Park	North America | United States											26.065479	97.1580617	not recorded (forced WGS84)	561													requires verification																														Abudefduf saxatilis					Animalia | Chordata | Actinopterygii | Perciformes | Pomacentridae | Abudefduf	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis		species				ICZN											The University of Texas at Austin - Texas Natural History Collections. TNHC Ichthyology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=tnhc_fish (source published on 2016-06-22)	6080b6cc-1c24-41ff-ad7f-0ebe7b56f311	3c6ad080-bdbe-11da-ac59-b8a03c50a862	tnhc_fish_cm@austin.utexas.edu	Adam Cohen	2016-06-22	2016-08-11	2015-01-27	0	0	0	0		specimen	0
PhysicalObject	2015-01-06	CCBY			Western Australian Museum. Western Australian Museum provider for OZCAM. Record ID: 2cdce3bf-8216-407e-8001-4bc90023e5bc. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	http://portal.vertnet.org/o/wam/ichthyology?id=2cdce3bf-8216-407e-8001-4bc90023e5bc				WAM	Ichthyology		PreservedSpecimen				2cdce3bf-8216-407e-8001-4bc90023e5bc	P24609.001		Hutchins, J.B.							present																																		| Australia | WA |  |  |  |  |	Australasia				Australia	AU	Western Australia				AUSTRALIA | WA											-20.48333	116.53333	not recorded (forced WGS84)	100000													requires verification																							Hutchins, J.B.	1974						Abudefduf saxatilis					|  |  | Perciformes | Pomacentridae | Abudefduf	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis		species				ICZN											Western Australian Museum. Western Australian Museum provider for OZCAM. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	OZCAM.CHAFC@gmail.com	OZCAM Webmaster	2015-01-06	2016-07-25	2015-01-05	0	0	0	0		specimen	0
PhysicalObject	2015-01-06	CCBY			Western Australian Museum. Western Australian Museum provider for OZCAM. Record ID: 33cd7c0a-4306-4172-9786-b472def6314c. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	http://portal.vertnet.org/o/wam/ichthyology?id=33cd7c0a-4306-4172-9786-b472def6314c				WAM	Ichthyology		PreservedSpecimen				33cd7c0a-4306-4172-9786-b472def6314c	P10845.001		Car, E.J.	1						present																																		| Australia | WA |  |  |  |  |	Australasia				Australia	AU	Western Australia				AUSTRALIA | WA											-24.48333	113.41667	not recorded (forced WGS84)	100000													requires verification																							McKay, R.J.	1965						Abudefduf saxatilis					|  |  | Perciformes | Pomacentridae | Abudefduf	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis		species				ICZN											Western Australian Museum. Western Australian Museum provider for OZCAM. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	OZCAM.CHAFC@gmail.com	OZCAM Webmaster	2015-01-06	2016-07-25	2015-01-05	0	0	0	0		specimen	0
PhysicalObject	2015-01-06	CCBY			Western Australian Museum. Western Australian Museum provider for OZCAM. Record ID: 42429d25-f387-4cb2-b30f-e76d60248c84. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	http://portal.vertnet.org/o/wam/ichthyology?id=42429d25-f387-4cb2-b30f-e76d60248c84				WAM	Ichthyology		PreservedSpecimen				42429d25-f387-4cb2-b30f-e76d60248c84	P23149.001		Hutchins, J.B.							present																																		| Australia | WA |  |  |  |  |	Australasia				Australia	AU	Western Australia				AUSTRALIA | WA											-20.4	115.56667	not recorded (forced WGS84)	100000													requires verification																							Hutchins, J.B.	1973						Abudefduf saxatilis					|  |  | Perciformes | Pomacentridae | Abudefduf	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis		species				ICZN											Western Australian Museum. Western Australian Museum provider for OZCAM. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	OZCAM.CHAFC@gmail.com	OZCAM Webmaster	2015-01-06	2016-07-25	2015-01-05	0	0	0	0		specimen	0
PhysicalObject	2015-01-06	CCBY			Western Australian Museum. Western Australian Museum provider for OZCAM. Record ID: 467cba44-515f-4cb9-85ad-040095805a89. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	http://portal.vertnet.org/o/wam/ichthyology?id=467cba44-515f-4cb9-85ad-040095805a89				WAM	Ichthyology		PreservedSpecimen				467cba44-515f-4cb9-85ad-040095805a89	P23108.001		Hutchins, J.B.							present																																		| Australia | WA |  |  |  |  |	Australasia				Australia	AU	Western Australia				AUSTRALIA | WA											-20.28333	115.38333	not recorded (forced WGS84)	100000													requires verification																							Hutchins, J.B.	1973						Abudefduf saxatilis					|  |  | Perciformes | Pomacentridae | Abudefduf	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis		species				ICZN											Western Australian Museum. Western Australian Museum provider for OZCAM. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	OZCAM.CHAFC@gmail.com	OZCAM Webmaster	2015-01-06	2016-07-25	2015-01-05	0	0	0	0		specimen	0
PhysicalObject	2015-01-06	CCBY			Western Australian Museum. Western Australian Museum provider for OZCAM. Record ID: 476786bf-97c7-4a8d-9e7c-78c9dcfe14f8. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	http://portal.vertnet.org/o/wam/ichthyology?id=476786bf-97c7-4a8d-9e7c-78c9dcfe14f8				WAM	Ichthyology		PreservedSpecimen				476786bf-97c7-4a8d-9e7c-78c9dcfe14f8	P25527.003		Dor, M.	2						present																																		| Israel |  |  |  |  |  |	Asia				Israel	IL					ISRAEL											29.63333	34.96667	not recorded (forced WGS84)	100000													requires verification																							Allen, G.R.	1976						Abudefduf saxatilis					|  |  | Perciformes | Pomacentridae | Abudefduf	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis		species				ICZN											Western Australian Museum. Western Australian Museum provider for OZCAM. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	OZCAM.CHAFC@gmail.com	OZCAM Webmaster	2015-01-06	2016-07-25	2015-01-05	0	0	0	0		specimen	0
PhysicalObject	2015-01-06	CCBY			Western Australian Museum. Western Australian Museum provider for OZCAM. Record ID: 8e013635-8d3e-4ee2-b543-9734b9468bdd. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	http://portal.vertnet.org/o/wam/ichthyology?id=8e013635-8d3e-4ee2-b543-9734b9468bdd				WAM	Ichthyology		PreservedSpecimen				8e013635-8d3e-4ee2-b543-9734b9468bdd	P24306.001		Hutchins, J.B.							present																																		| Australia | WA |  |  |  |  |	Australasia				Australia	AU	Western Australia				AUSTRALIA | WA											-20.48333	116.53333	not recorded (forced WGS84)	100000													requires verification																							Hutchins, J.B.	1974						Abudefduf saxatilis					|  |  | Perciformes | Pomacentridae | Abudefduf	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis		species				ICZN											Western Australian Museum. Western Australian Museum provider for OZCAM. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	OZCAM.CHAFC@gmail.com	OZCAM Webmaster	2015-01-06	2016-07-25	2015-01-05	0	0	0	0		specimen	0
PhysicalObject	2015-01-06	CCBY			Western Australian Museum. Western Australian Museum provider for OZCAM. Record ID: 9cefac8e-9d96-47c8-a369-3378bb05eff6. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	http://portal.vertnet.org/o/wam/ichthyology?id=9cefac8e-9d96-47c8-a369-3378bb05eff6				WAM	Ichthyology		PreservedSpecimen				9cefac8e-9d96-47c8-a369-3378bb05eff6	P22987.001		Hutchins, J.B.							present																																		| Australia | WA |  |  |  |  |	Australasia				Australia	AU	Western Australia				AUSTRALIA | WA											-20.48333	116.53333	not recorded (forced WGS84)	100000													requires verification																							Hutchins, J.B.	1973						Abudefduf saxatilis					|  |  | Perciformes | Pomacentridae | Abudefduf	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis		species				ICZN											Western Australian Museum. Western Australian Museum provider for OZCAM. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	OZCAM.CHAFC@gmail.com	OZCAM Webmaster	2015-01-06	2016-07-25	2015-01-05	0	0	0	0		specimen	0
PhysicalObject	2015-01-06	CCBY			Western Australian Museum. Western Australian Museum provider for OZCAM. Record ID: a85d29e1-b1ed-4db9-b4f8-3f3985579e6f. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	http://portal.vertnet.org/o/wam/ichthyology?id=a85d29e1-b1ed-4db9-b4f8-3f3985579e6f				WAM	Ichthyology		PreservedSpecimen				a85d29e1-b1ed-4db9-b4f8-3f3985579e6f	P10880.001		McKay, R.J.	1						present																																		| Australia | WA |  |  |  |  |	Australasia				Australia	AU	Western Australia				AUSTRALIA | WA											-20.65	115.56667	not recorded (forced WGS84)	100000													requires verification																							McKay, R.J.	1965						Abudefduf saxatilis					|  |  | Perciformes | Pomacentridae | Abudefduf	Animalia	Chordata	Actinopterygii	Perciformes	Pomacentridae	Abudefduf		saxatilis		species				ICZN											Western Australian Museum. Western Australian Museum provider for OZCAM. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)	7c93d290-6c8b-11de-8226-b8a03c50a862	b36f3505-f2d9-499f-a669-fa418a127b9d	OZCAM.CHAFC@gmail.com	OZCAM Webmaster	2015-01-06	2016-07-25	2015-01-05	0	0	0	0		specimen	0
